review_text,label
Tempat ok...servis terlalu slow bila waktu puncak hampir 1jam lebih tggu makanan siap. Kena improve. Segi taste ok.,negative
Masakan sedap dan tempat yang selesa.,positive
"Set 4 orang makan Rm59.90 only weh! Got chicken tomyam 4/5 basically onion, chicken and tomatoes, steam siakap (can ask for other cara masakan as well), khailan ikan masin, telur dadar and nasi putih 4. Recommended! Malam weekend ramai",positive
"Semua masakan sedap,cuba try bihun kuah dia, teringat sampai balik rumah.Harga berpatutan.",positive
"sedap dan bnyak,puas hati mkn",positive
"Service kureng kit, Tapi selesa, makanan sedap, Aroooooi!",positive
"Nampak cm kedai siam biasa. Just xde lightsabers lol. Ada kelainan actually, esp menu kreang kheng. Tryla.",positive
Not recommended.  Service super slow. Dan sila expect akan ada order tak dpt,negative
Restoren paling tak best di perlis. Makanan di order tak sampai sampai dekat satu jam. Order lain dapat lain.  Mungkin berpunca dari bunyi bising penyanyi karaoke yang x berapa best. Mujurlah pelayannya bagus muka ramah dan senyum.,negative
The foods are scrumptious!!! Pad kra pow dia lagi sedap dari boat noodle. Waiting time dia agak lama sbb tukang masak dia tak ramai. kenaa dtg awal kalau nak try!,positive
"Nasi goreng ayam, goreng paprik sedap, daging bakar pun ok, teh o ais biasa2 aja..tapi saya suka laicikang...susah nak cari laicikang yg ada potongan tembikai, laici, mata kucing, ptgn jeli, getah anggur n buah kembang semangkuk serta gula batu...rasa asli. Memang patut kedai ini dikunjungi ramai..",positive
Sedap dan sgt murah,positive
All menu is so shedapp. Tak nyesal. 1stime p makan. Teruih jatuh chenta. Nnti p perlis wajib la repeat lagi,negative
"Such a disappointment. Dalam website kata buka pukul 2, tapi call kedai kata buka pukul 2.30. Kita orang pukul 2.10 dah sampai, sanggup tunggu dalam kereta. 2.35 dia buka pagar dan mula turunkan kerusi. Bila masuk kedai dia kata belum buka.. Nasi pun belum masak.. aik? Habistu kenapa bila call cakap buka 2.30? Tak minta maaf pulak tu. Biadap.",negative
"Makanan ok..cuma part wifi kedekut siap muhong beradap lg xleh blah..hahaha..len kali wifi tu xyah boh nama kedai kalu mmg xmau open dgn customer..kawasan kedai ni dah la line xclear, nak tgu makanan pulak makan masa.",negative
Harga makanan agak mahal dan masakan biasa-biasa sahaja,negative
Daging bakar sedap dan staff pun mesra...,positive
Masakan Thai yg sedap,positive
Among best tomyam restaurant in Perlis,positive
"i order siakap kengsom , i got fried siakap with pour kengsom, order daging pakapau, i got daging masak kicap..",positive
"Best dish Siakap Garlic, kalau buka puasa makanan tak sampai lagi tue biasa, 2 tahun dulu berbuka pun macam tue jugak.",positive
Makanan sedap2..,positive
"Taktau lah apa yg best sni. Slalu ramai org. Tp dh try skali, xnak pi lagi dah.",positive
Seriously harga x sepadan dengan quantity makanan .... Not interested to come again ..,negative
Sedap belaka lauk pauk,positive
Servis lambat. Makanan kurang memuaskan. Nasi goreng sejuk dihidangnya.,negative
"Cepat,sedap n harga ok",positive
Sedap masakan siam,positive
Sedap sampai menjilat siku,positive
"Kdai mmg tersangat selesa..layanan cm kt hotel 4bintang..tp sayang sbb makanan yg aku order smua xbest langsung..sori to say sbb aku mmg cerewet bab makan..aku bayar kot Aku order set rm70..Ada ikan siakap 3rasa, tomyam ayam, kailan ikan masin, telur dadar, nsi 5pnggan, sup kosong dgn air sirap 1jug..smua utk sorg mkn kcuali ikan, nsi dan air..itu pn xhbis sbb anak2 ckp xsedap Harap sgt pengurusan baiki mutu masakan..klau ada review yg ckp sdap set yg aku amk tu, insyallah aku try repeat..klau x mmg xsmpai la aku kdai ni lg",negative
Tomyam sedap gila.,negative
"Tom yam sedap,daging bakar pun sedap,nasi special thai pun harus di cuba,makanan sampai cepat.inshaallah boleh cuba lagi",positive
Semua perlu singgah dan mencuba Ikan Siakap Garlic. Keenakan isi ikan siakap yang digoreng bersama-sama bawang putih membangkitkan selera anda. Di samping Tompyam Seafood yang istimewa. Anda Pasti akan berpuas hati dan ingin datang lagi ke Restoran masakan Thai ini.,positive
Masakannya sesuai dgn selera saya.,positive
Makanan okey cuma tiada kemudahan surau utk pengguna,negative
Makanan sedap. Siakap rangup. tapi list harga tak sama mcm dlm menu. Service slow sikit. Kena improve lagi. Kedai mmg ramai orang,positive
Siakap sweet sour RM40 sekor. Goreng cukup crispy. Kuah cukup rasa. Air pun sedap.,positive
Sedap belake...,positive
Harga berbaloi dengan makanan. Suasana yang damai dan tenang. Mesra pelanggan.,positive
"Tempat cantik,sesuai utk semua..makanan nya mmm bg saya sedap jugak..harga reasonable..",positive
Kalau rasa nak makan masakan yang Rasa original Thai di sinilah tempatnya...memang terbaik.,positive
Makanan biasa2 jaa.. suasana okay,positive
Original taste of Thai..all foods taste so delicious especially their special menu sotong buncit stim limau & ikan siakap goreng garlic..,positive
Cafe dia simple tapi makanan dia memang sedap. Nasi goreng USA n teh o ais limau,positive
"makanan sedap2, layanan terbaik",positive
Pedas terangkat weihhh! Mana mau cari.. Xyah gaduh pi siam dah!,positive
Makanan memang sedap,positive
"Memang sedap2 masakan depa..terbaik la sarina,zura,jat n the gang",negative
"Salam... Maafkan kami... Tempat makan cantik.... Sejuk... Tapi, harga makanan mahal tidak sama dengan makanan yang dihidangkan... Tidak memuaskan hati...",negative
Bole ja layan.Tapi sini bungkus ja boleh. Kene time nasi mentah sikit....,negative
Rasa totally out la tak sama mcm mula2 dulu. Nasi lembik. Ayam keras. Ayam potong 4 dh takdk.,negative
Legendary Nasi Ganja,positive
Selepas 3 thun.. rasa masih sama.. sedapp.. cuma ayam potong 4 dah tak ada..kalu ada sayuq lagi ngammmmm,negative
Antara nasi ganja terbaik di Perlis.,positive
Must try this menu.. Delicious ayam percik & drug rice (Nasi ganja).,positive
Bleh la..nasi masih bau asap2..cuma rasa mcm xbrapa sama mcm masa taun 2010 dulu rajin dok beli..hahahaha..ka prasaan sy ja tah..mai2 pakat bli tang ni..antara keunikan makanan negeri perlis,negative
The best nasi ganja dkt perlis.. harga sgt berpatutan.. dari belajar dkt UniMAP smpi skrg klo bercuti kat perlis confirm akan singgah beli,positive
Nasi sedap kuah karu,positive
Mesti akan repeat dan repeat ..mmg sedapp..wajib try,positive
Nak komplen. Makcik2 jgn buat muka sgt noh. Dah la sy bli nasi dgn mee tpi bgi mee saja. Nasi ta bagi pun. Pelanggan ada 3orag ja pun.. brapa kali dah kena dgn mak cik rendah tu. Muka mcm apa lgi. Mak saya pun nega jgk tapi muka senyum ja dkt pelanggan.mmag last sy p bli. Bye,negative
tak dapat dinafikan.selera tekak org perlis.kalau ada orang perlis tak makan maksudnya dia ada kacukan dgn luar perlis.,negative
Ayam dia bapak besar,positive
Sedap jugak nasi ganja sini.. Org pon ramai beli sini..,positive
selera dari kita sekolah rendah sampai anak pun dah sekolah rendah.. balik perlis mesti cari.,negative
The best nasi ganja,positive
Berbaloi dgn harga... Kenyang 1 bungkus blh 2 pax,positive
Yang ni sedap. Rugi kalau tak makan.,negative
Tak sangka la .. dah la murah..sedap pulak,positive
Nasi x la sedap mn pun.. tp tgk ramai sgt org beratur mcm amik tiket wayang,positive
Nasi Ganja Repoh,positive
Morah dan kenyang,positive
Menggamit memori masa zaman sekolah dulu. Nasinya bertimbun ayam besar. Puas makan,positive
yehaaaaaaaaa.,positive
Nasi sedap padu dan murah.,positive
It ok.. Sedap...,positive
Rugi sapa x rasa,negative
Sedap macam dulu,positive
Sedap dan murah.. Portion besar baru rm7.. Memang berbaloi,positive
The best Nasi Ganja,positive
Padu beb,positive
Sedap dan murah. Oh nostalgia nya.,positive
Kena bersabar lah sis nak makan,positive
"Nasi byk sedap la jgak,dan harga murah la jgak.ayam potong 4 rm7 dgn nasi.sebelah ada jual air teh ais n lengkong.kedai ni mmg tumpuan kat perlis.p ahad ritu buka",positive
Very delicious lunch in the perlis,positive
Nasi dia mmg sedap,positive
Murtabak best,positive
Nasi bersama Ayam Rempah... Best!Original,positive
"Sedap, murah. Bau longkang tu standard",positive
Bajet & sedap,positive
"Nasi, ayam goreng dengan kuah. Simple as that. Boleh tahan rasa.",positive
memang best nasik ganja sini..kalau balik kampung ..tempat wajib mai makan,positive
Tempat tumpuan rakyat perlis utk mkanan tgahari. Murah + sedap + banyakk =,positive
Nasi ganja power nie... Terbaikkkk....,positive
Pilihan kedua untuk melantak nasi ganja... Perghhhhh! Jangan mai lewat sangat satg ayam habih. Ada menu lain lagi contohnya murtabak memang sedap sampai beratur kalau kena hari ramai orang mai beli. Yang tak pernah cuba boleh datang beli tengok.. recommended!,positive
"Puas hati mkn time lapar.nasi banyak, ayam besar.",negative
Tak sesuai dengan selera saya tp memang ramai pelanggan,negative
Suka suka tutup.. Sampai takdapat makan.,positive
Sedap + murah,positive
Murah dan berbaloi,positive
Nasi dengan lauk Ayam yg besar dan harga yg amat berpatutan. Mesti try!,positive
"goreng ayam tastes ordinary,I prefer the ayam percik",positive
mmg best...kat tempat lain rasa die mmg x sama...x tau nk ckp cmner kene rasa sendri...ni nasi ganja original...,negative
Makanan nasi berlauk sedap.. boleh tahan.. plihan lauk okay la wlu x banyak.. cuma tempat bayar nasi dngn air lain2.. tp xpe yang penting kenyang perut dan murah.,positive
"Lunch time x byk choice walaupun baru 1pm mcm makan tmpt lain & air plk kena bayar tmpt lain,leceh la. Rasa pun biasa2 saja",negative
Agak banyak pilihan makanan tengah hari,negative
"Kedai ni ada mcm2 cuisine, ada booth yg juai pakistani food, nasi lemak damansara, makanan laut, goreng2 panas. Nasi lemak tu hangpa kena try, mmg sedap guys.",positive
Sedap dan murah. Parking pon mudah. Keluar2 ja daripada taman ular masuk persiaran makanan bintong terus nampk tepi jalan dan parking pon byk,positive
Mee Kari Cek Ana is one of the best mee Kari in Perlis. Mee Kari lover should have tried this mee Kari.,positive
Makanan tengahari sedap2..murah2..nt dtg lg boleh p..,positive
Tempat makan terbaik murah dan makan tengahari yang begitu sedap ayam kampung gulai itik dan banyak lagi.... Parking: Ruang tempat letak kenderaan banyak sebab berdekatan deretan bangunan kedai agak selesa kalau nak parking....,positive
Makanan sedap dan servis laju,positive
Ok lah,positive
Makanan sedap..terutama gulai ikan.yang pasti..harga murah..setiap minggu akan makan disini..,positive
"makanan berlauk petang sedap. makanan malam, mee hoon sedap, kuey tiaw goreng sedap, nasi lemak sedap. sate kureng sikit. kuah banyak minyak. parking limited bila sibuk. kerusi meja pun terhad dan kedai agak sempit.",negative
Tulis ikan bakar. Kita punya expect ada ikan bakar. Rupanya siang je. Len kali jgn la pakai nama ikan bakar.,positive
Sedap..Ada nasi kerabu .nasi Dagang..Nasi campur.. kueyteow Goreng charkueyteow,positive
Kueyteow kerang sedap,positive
Sedap makanan,positive
Boleh laaa...,positive
Servis sangat lembab.. Indah khabar dari rupa,positive
Tak sedap langsung. Sotong hanyir. Semua tawar. Teh ais rasa susu lebih. Mahal. Jgn dtng sini. Nyesal,negative
"Malam kedai ni jual nasi lemak, yongtaufu, gerai pelbagai mee dan masakan ala thai. Nak bgtau masakan ala thai dia sedap. Memang terbaik masakan. Service pun cepat. Mesti try. Ni kawasan di Persiran Makanan Bintong",positive
"Scam. Kedai ikan bakar tp satu hidangan makanan laut pun xde. Hanya masakan panas. Tlg tambah pekerja, nak ambil order pun lama.",negative
Kedai ini sudah ditutup semasa kami sampai pukul 1pagi. Tapi di sebelahnya ada gerai burger yang sedap.,negative
"Pelbagai lauk pauk,selera kampung,harga yg berpatutan",positive
Nama kedai ikan bakar..tapi ikan bakar takde dalam hidangan!,negative
berbagai menu dan murah masakan panas pun ada sedap kat dapur mak tok yg menyewa tapak kat sini,positive
"Baik,bnyk yg ikot sop yg d tetapkn",positive
Nasi Lemak Damansara sedap,positive
Kebab sempoi,positive
"Boleh laaa , kalau rajin pi kola",positive
Bagus. Harga stended pekan perlancongan. Mcm2 ada,positive
Sedap dan best...semua jenis makanan ada dan terdapat disini boleh dinikmati bersama keluarga.,positive
Macam2 menu ada..kenyang mkn sbb posion agak byk..cma ikan bakar tu ja xnmpak walaupn nma kedai ikan bakar perlis,negative
"Servis lambat. Datang kemudian, tapi dapat dulu. Rasa standard kedai.",positive
Lokasi tepi jalan besar. Pelbagai menu,positive
Sedap makan td ikot set rm29.90,positive
Kurang memuaskan,negative
sotong goreng tepung terbaik,positive
"Sebelum ke kedai, kami telah telefon dahulu utk buat tempahan. Setelah sampai di kedai, dlm 1 minit menunggu makanan yg dipesan sampai. Order set A utk 1- 2 org makan. Dalam set tu ada ikan siakap 3 rasa, tomyam ayam, telur dadar, sambal belacan + ulam, kangkung goreng belacan. Mmg semua sedap. Kami tambah sotong goreng tepung. Super crispy dan rasa fresh. Mmg berbaloi baloi makan disini. Kedai ni lokasi dia berdepan dgn mini putrajaya perlis. Boleh lah cuba. Mmg recomended. Makan tadi rm47.00. Set A tu rm29.90.",negative
Sedap. Harga Murah. Terbaik sambal ikan bakar & Sotong Goreng Tepung dia.,positive
Kuah tak berapa sedap . Harga agak keras.. tp layanan okay la,positive
Sedap.. cuma nasi kena lebih.. tak puas mkn,negative
Masakan da xsma cm sebelum nie.. Rasa da berubah.. Tp tomyam dy masih kaw..,positive
Ikan fresh,positive
Makan sedap. Harga ok. Layanan kurang.,positive
Padu makan sini,positive
Harga makanan berpatutan dan masakan pun sedap,positive
Besa2 ja..tak la sedap mana sngat pon..hrga mahai la jugak..nasi boh seciput ja..budak kecik makan pon xckup,negative
Mudah,positive
Alhamdulillah sedap,positive
Best kedai ni,positive
"Kedai makanan laut terbaik di Perlis. Ikan segar, udang segar, sotong segar. Sedap baq hang aum aum. Masakan disediakan dengan penuh kasih sayang. Ikan dibakar dengan penuh kelembutan. Sotong celup tepung, pergh rangup diluar lembut di dalam. Suasana kedai yang santai, mesra keluarga dan sesuai untuk sebarang majlis keraian. Pelayan kedai mesra dan murah dengan senyuman, tokey kedai pun manis senyuman, rajin berbual, berbudi bahasa dan juga pandai mambakar ikan. Ikhlas dari Azman, 25, West Ireland. Angkuh, liar dan beriman.",negative
"Hidangan wajib kalau dtg sini, sotong goreng tepung. Xmenyesal makan kt sini",negative
Sotong goreng tepung sedap! Ikan masak stim pun sedap!! Harga murah dan kepuasan terjamin!,positive
Padu. Tokey pun ensem. Mesra pengguna. Ikan pun fresh2. Tomyam mcm kt siam. Hrga murah. Diskaun derek.,positive
Terbaikk.  Confirm pi pulakkk,positive
sodap.....,positive
makanan sedap...boleh bwk fmly lg lps ni..,positive
sedap!!,positive
SEDAP..MURAH..!! :),positive
Sedap. Recommended  . Portian diapun banyak,positive
"ikan dan sotong yang fresh, layanan yang terbaik daripada staff, servis yang puas hati daripada asputra ikan bakar kuala perlis.",positive
Masakan sedap tp harga x sepadan nk berbanding dgn kedai ikan bakar area koma laut.disana pelanggan boleh timbang dan tetapkan harga sendiri.disini harga dh  ditetapkan.contoh disana utk 1/2kg sotong harga antara 25-30.disini rm30 sikit sgt.xsampai setengah kg pon .kalau boleh udang ikan sotong tu layout la kt tmpat yg disediakan.baru puas hati,positive
Ketika saya makan disini. Terdapat banyak meja reserve. Menyebabkan hidangan saya lambat sampai. Sayur sampai ketika makanan sudah hampir habis. Tomyam yang sangat banyak minyak. Nasi bercampur kerak. Air sirap limau tawar. Kertas resit berkarbon diletakkan didalam makanan. Harga berpatutan. Rasa masakan ok.,negative
Terbaik. Service cepat dan lancar,positive
"Kita order set Ikan Siakap bakar kuning.. sedap.. rasa macam masak butter.  Ikan rasa fresh dan lemak-lemak. Set ni mai dengan telur dadar, 1 tomyam (boleh pilih jenis tomyam), ulam sikit, 2 nasi putih dan 2 jenis ayaq asam. kalau set ni, boleh la lepas 3/4 orang makan kalau orang yang jenis makan lauk pelan2.. kita pon tambah nasi sbb kita mai 3 orang.. tu pon boleh meratah sikit. service dia terbaik, sampai ja, ada orang mai hantaq menu untuk pilih.. kita minta pinggan lebih sebab nak bagi anak makan. kita minta kicap pon dapat. alhamdullillah, service terbaik. ayaq pulak, ada air kosong free.. depa sedia ais untuk yang nak air sejuk. satu ja pelik.. lauk sampai dulu, baru sampai nasik   .. apa pon, service memang terbaik, dan harga pon berbaloi.",negative
"Makanan sedap tapi service tak memuaskan. Sampai kedai service agak lambat. Sebelum tu call tak angkat, Whatsapp pon tak berbalas. Saya cuba contact 2 jam sebelum time nak book tapi tiada response. Mungkin sebab cuti sekolah, staff terlampau busy utk melayan.",negative
Service sangat2 lambat!air smpai 45 minit lepas order n tunggu 1 jam lebih tapi still x masak lagi order.so cancel order n makan tempat lain,negative
Great. Memang best. Ikan bakar Kola memang sedap. Kedai bersih dan selesa,positive
"Set ikan bakar sangat memuaskan, tak manis macam setengah tempat. Harga berpatutan.",negative
"Makanan sedap jugak.. recommended. Set B Ikan siakap bakar kola. Kailan ikan masin. Sotong celup tepung crispy. Ulam. Tomyam ayam lemak. Kedai selesa,luas,parking mudah,ada lagu yg tak kuat sangat,",negative
"Set menu dengan harga yang berpatutan, rasa yang sedap, servis pantas.",positive
"satu set ikan bakar (jenahak), tomyam, lala, telur dadar, nasi dua rm53 kira murah la tpi tak fresh dan tak berapa sedap. sotong goreng tepung rm10 pun tk fresh jgk",negative
"Murah,cepat, sedap.... Layanan pn baik",positive
"Sedap, murah dan terbaik:- Makanan: 8/10 Servis: 9.5/10 Friendly: 9/10 Fresh: 7/10 Untuk 12 org makan Rm260.. mmg berbaloi dan sedap Overall Very very Recommend",positive
ikan bakaq juicy. sorong goreng tepung mmg superb!,positive
"Booking order,ketam masak telur asin ketam tak ada isi,lauk yg lain ok",negative
Restoran cantik. Delivery sangat cepat. Nasi putih dia punya banyak..myesal p tambah g 2 pinggang..   overall sangat puash hati dgn service and makanan semua sedap.. terbaik,positive
"Tempat luas selesa, makanan sedap. Portion banyak. Kemudahan tandas, cucitangan semua ok. Cuma parking kurang. Staff amat friendly . Makanan pun cepat sampai.",positive
Baru je lepas makan sini. Order set 4 org. Yg datang boleh mkn 6 org.... Aduii... Jem perut,negative
"Hmm kedai dah kawasan laut, tapi tagline ckp fresh tak berapa nak fresh la.. sotong keras macam plastic... tomyam kureng tp okayla boleh terima lagi dengan ikan bakar. Parking: Ada area parking luas",positive
Nice place for family and friends for delicious ikan bakar and seafood menu. Superb sambal belacan and petai bakar Vegetarian options: Sambal belacan and ulam/petai bakar memang superb,positive
"Takyah pi lahhhh kalau boleh. Semalam baru pi dengan family. Balik rumah satu family cirit birit. Balerrr balerrrr. Makanan tak sedap. Tomyam tak sedap, ikan bakar tak sedap sebab kering. Ikan 3 rasa ja boleh gagah sedap. Overall tak berbaloiii. Parking: Parking terhad. Dah la ada manusia bangang pi block parking. Pastu pekerja tak membantu pun mencari org yg block parking tu sapa.",negative
Selesa.. Pantas.. Sedap.. Repeat,positive
Sedap dan harga pun brbaloi tramat sgt. Klau nk datang kena datang awal sbb full table..,positive
"mintak maaf bnyk2, baru p mkn tadi, saya pilih nyiru lagi kalau ikn bkr perlis ni, tp nk bgtau, try p ikan bakaq street perda, potong jari kalo ampa kata xsedap...setakat la merata p mkn ikn bakaq, ikn bakaq street mmg sedap la kuah sambai dia...mmg bg dua 5star..tadi mkn kat asputra, mmg xsedap, ikn kuah xcukup, belangkaih kerabu buah pelam xdak...",negative
Parking: Spacious parking,positive
Dpat makanan yg sejuk,negative
"TEMPAT - Ok luas, bersih, rapi, tersusun PARKIR - Kurang memuaskan, terhad SERVIS - Terbaik, ramah, pantas MAKANAN - Sangat2 lemah, rasa makanan sgt teruk, KUANTITI MAKANAN - Baik, banyak isi dlm setiap hidangan HARGA - Ok, berpatutan dgn kuantiti makanan PANDANGAN - Saya rsa pelanggan yg mkn di sini semua sbb utama adalah MURAH berbanding dgn kuantiti makanan yg byk dn MUDAH sbb pelanggan x perlu memilih makanan krn semua menu dlm bentuk SET. Bg saya seorang penggemar semua jenis makanan dn berasal dr Penang.. IKHLAS cakap.. Kalau kedai mcm ni di Penang xkan ada pelanggan setempat.. MAAF kalau saya terkasar bahasa..",negative
Harga yaang sangat berpatutan dan sedap,positive
Masakan sedap & ikan2 pun rs fresh..harga berpatutan.,positive
Rasa sedap jugak..,positive
Went here for iftar. But kalau hari biasa pun makanan sama je. Sedan  okay,positive
Makanan kt sini biasa ja. Expectation vs reality sikit la. Minta ikan tiga rasa tapi dpt ikan tiga rasa warna kuning. Somehow rasa dia tak mcm biasa. Nak repeat maybe tak (if makanan ni dh improve in the future maybe saya pi balik makan sini),negative
"They serve their signature Sotong Goreng Tepung which is very delicious. I repeat, it is Sotong Goreng Tepung and not Tepung Goreng Sotong. Oh and their Ikan Bakar is very fresh and tender!",positive
"Sedap, selesa & service baik.",positive
Makanan dna harga overall ok... Tapi nyamuk byk siott.... Nak mkn pun tak selesa asyik garu nyamuk jerr,negative
Sedap dan harga berpatutan. Recommended,positive
Restoran yg bersih dan mesra pelanggan.,positive
"Murah dan sedap    ikan bakar saiz xl rm29, 2 org makan ikan & lala masak cili semua skali rm43 je     ikan bakar sedap juicy dan lemak lemak hmmm sambal belacan ada 2 jenis skali ulam foc    sangat affordable    last time datang makan 3 org ikan dan udang rm50 je.",positive
Servis mantap! Laju dan pantas!,positive
"Makanan sedap, ruang makan luas, tandas disediakan.",positive
Harga berpatutan dengan makanan yang banyak dan sedap. Sotong goreng tepung dia pon sedap dan rangup. Ikan fresh,positive
"Dtg walk in utk nk mkn sekeluarga, Sabtu 23.10.21 jam 8.00mlm keadaan kedai terlalu sibuk.. tiada meja kosong tanpa meja tersebut dibooking.. keluar dgn kecewa, dgn keadaan hujan renyai renyai membasahi kami sekeluarga.. huhu.. Redha jela.. Tp kami semua.. lap2 with me in the class room, Are u Ok? ok ok, ok ok, ok jer",negative
Uih ramai ghini...mai kot mana x thu....pagar buka lepas kandang wei,positive
"Nice place, X tunggu lama utk dpt tempahan & makanan pun sedap.Harga pun OK.",positive
Boleh la..,positive
Kadaan pakir yg mudah..suasana tempat makan yg selesa disamping makan yg sedap.. Harga amat berpatutan..,positive
"Santai. Amongst our favourite here are ikan bakar and sotong goreng tepung. Waiting time is also not that long compared to others. At certain times, musim angin timur especially, angin yang lalu boleh terasa dinginnya.",negative
"Murah, sedap, servis pantas.",positive
Sedap.. Terutama Jenahak Bakaq,positive
"Mcm biasaa ,xpernah lagi lah mengecewakan   paling love ikan bakaq diaaa ,fuh lembutt",negative
Tq sambut majlis perpisahan citra tari,positive
Sedap.. Murah.. Surely akan repeat.. Asputra plk tu.,positive
"Nice place.Senang parking.Masakan sedap.Order ikan bakar,udang sambal,ketam rempah.Semua marbeles.cuma kena improve respond whatsapp.Kena cepat sikit reply untuk mudahkan customer",negative
Sedap2... Harga Berpatutan.,positive
"Service tak mesra,nak panggil staff pun susah. Food pun maaf tak sedap. Mkn berbuka puasa bwk makcik takleh makan nyamuk terlalu byk,mintak staff ubt nyamuk pun tak dilayan. Not going there again.",negative
Baloi ikan bakaq dia. Murah. Budget set pon ada.,positive
Sedap dan sangat fresh. Makanan di masak mengikut standard yang di inginkan. Selain daripada itu sambal belacannyang padu dan kombinasi yang terbaik.,positive
Affordable price.. Pilih masa yg sesuai supaya tak perlu tunggu lama,positive
Sungguh berpuas hati..sedappp bohhh,positive
suka mentarang bakaq dan package juadah dia,positive
Tempat makan     di Kuala Perlis,negative
"Ikan bakar sedap,x sia2 kitrg dri kl try..mmg padu",positive
"Alhamdulillah .... Makanan terbaik ,pekena Maggi seafood",positive
"Terbaik dan puas hati. 2 ekor ikan , sotong goreng tepung , ketam telur masin , mentarang , tomyam , sayur kailan , ulam , dadih , minuman.. total RM260 untuk 6 orang makan.",positive
"Kedai Ikan bakar yang menawarkan ikan secara fresh dari laut kepada para pelanggan. Antara kedai ikan bakar yang harga sangat berpatutan di Kuala Perlis. Masakan sedap, tomyam sangat padu. Kawasan sangat luas, sesuai untuk datang beramai-ramai, untuk keluarga dan kawan-kawan. Kedai sangat mudah dicari, area Petronas Kuala Perlis, kedai makan di tepi jalan sahaja. Toilet pun disediakan untuk pelanggan, servis cepat dan harga berpatutan.",positive
Agak kelam kabut. Ikan kurang segar.,positive
Sangat mengecewakan. Pesanan kepada yg nak pi kedai ni. Dari pemerhatian saya kalau nak mai kedai ni kena call dulu. Kalau walkin depa xberapa nak layan sangat. Tapi adap pelayan memang cemerlang cuma order hancur.,negative
terbaik. kalau nak mai makan. call untuk oder dulu. mai ja tgu tak lama sangat. mau p oder sana jenuh tunggu la.,positive
Harga berpatutan..,positive
"Makanan sedap, suasana yang selesa sesuai untuk makan dan keluarga. Terbaik.",positive
Sangat sedap dan harga sangat berpatutan.,positive
Saya kerja situh. Dan saya suka makanan free yg sedap,positive
Makanan sedap dan kalau tak nak tunggu lama kena tempah dulu sebelum datang,positive
talapia           1.1,positive
Makanan enak...,positive
Tisu             Rm0.40,negative
Non halal,negative
Segar dan lazat.,positive
Nice food. Nice ikan bakar. Try the siram bean kerabu,positive
feel,positive
"Semua makanan sedap, cuma konsepnya kena pilih ikan dulu untuk dimasak gulai, dan lauk2 sampingan. Kena sabar la. Kedai corner lot, kwsn terbuka, angin mmg sepoi2 bahasa. Layan la makan nasi dgn gulai, ikan goreng dan sambal belacan. Harga tidak la seperti kedai lauk campur biasa. Kepala nyok2 masak gulai+ikan temenung goreng 4 ekor+baby kailan+telur dadar+sotong tepung, nasi putih dan air kosong 6 = RM86",negative
"Gulai ikan nyok2 sedap. Kami tambah kuah gulai ekstra. Mmg selera, tambah pulak telur dadar, sambal belacan pun sedap, ulam lagi. Nasi pun tambah, sambal belacan tambah. Sotong goreng tepung sedap, fresh. Klau pedas sikit sedap. Makan kira puaih hati la, kenyang. Layanan tiptop, minta tambah pun laju buat kerja, suasana santai, sejuk berangin. Ikan fresh, boleh pilih yg mana suka. Nk gulai boleh, nk bakar pun boleh. Boleh tanya harga siap2 kot nk bajet berapa harga makanan. Pada saya harga sangat berbaloi dgn rasa makanan. Standard harga.",negative
Makanan sedap.. parents in law suggest mkn ikan bakar tgh hari sini...,negative
Tokey peramah n pemurah,positive
"Lama masa menunggu, mengecewakan... harga tidak dinyatakan untuk setiap menu... resit hanya tulis makanan dan minuman",negative
Sedap semuanya..cuma lmbat sikit la kena tggu...,positive
"Just to show how good the food was. Terutama sotong celup tepung, memang rangup. Gulai dia sangat2 sedap.",positive
Terbaik semua aspek. Keep it up !!!,positive
Harga tidak masuk akal..resit pon tak diberi..ikan temenung/kembung goreng 3ekor+3ekor temenung gulai+telur dadar+minuman= rm46(2 org makan)....time sebut harga..ikan temenung 3ekor rm10..hmm..entah apa yg jadi harga sampai rm46 tu...dari segi rasa makanan semua sedap xada isu..cuma harga makan utk 2org rm46 tu agak mahal..sekali sekala bole la nak makan..rating diberi sebab harga yg+resit pon xbagi..,negative
Sedap..kena sabaq tunggu sebab kedai amik order baru dia masak utk kita..fresh punya kita dapat lauk laa,positive
Gulai ikan dengan sotong goreng tepung lumayan sedap,positive
Masakan sedap cuma harga rasanya sedikit mahal. Sekali sekala pergi makan ok la.. Kalau selalu rabak gak poket,positive
"Ok la. Biasa2 ja. Ikan goreng garing sedap. Sotong tepung sedap. Gulai dia not bad, sedap tp can be better. Makan berhidang. Price wise a bit pricey tp depa mmg bgtau awai2 ikan kita pilih tu harga brapa. Thats good. Cuma x puas hati depa biar orang merokok di premis depa. Ada signboard no smoking besaq dabaq. Utk pelanggan yg x mangkaq mungkin kena simbah gulai sbb situ ada family, kanak2 semua dok makan tapi si mangkuk ni hisap rokok selamba. Org kedai pun kurg cerdik, tak tegoq. Sekian",negative
Harga tak sepadan dengan portion. Rasa pun biasa-biasa saja.,negative
"Dah cuba kat sini. Kena ada kesabaran sikit nak tunggu makanan tu. Gulai ok sedap. Tapi harga macam a bit pricey. Takda bill bila bayar. Kalau cust tak minta pun, kedai tetap kena provide bill. baru la telus huhu tp pape pun harga mahal.",negative
